A009,A008,S020,X002,X003,X001,X051,E033,B008,S012,S003,COW_NUM,A165,A170,A173,X002_02,X002_02A,X002_02B,X002_03,X003R,X003R2,country_code,age,sex,cohort,health,happy,year
2,2,1982,1917,65,1,-4,8,-4,-4,840,2,2,9,7,-4,-4,-4,-4,6,3,840,65,1,1917,4,3,1982
1,1,1982,1962,20,2,-4,7,-4,-4,840,2,1,9,-1,-4,-4,-4,-4,1,1,840,20,2,1962,5,4,1982
2,2,1982,1941,41,2,-4,-1,-4,-4,840,2,2,6,5,-4,-4,-4,-4,3,2,840,41,2,1941,4,3,1982
2,2,1982,1961,21,2,-4,5,-4,-4,840,2,2,8,9,-4,-4,-4,-4,1,1,840,21,2,1961,4,3,1982
5,3,1982,1907,75,2,-4,5,-4,-4,840,2,2,3,2,-4,-4,-4,-4,6,3,840,75,2,1907,1,2,1982
1,3,1982,1958,24,1,-4,10,-4,-4,840,2,2,4,10,-4,-4,-4,-4,1,1,840,24,1,1958,5,2,1982
2,2,1982,1932,50,1,-4,7,-4,-4,840,2,1,9,5,-4,-4,-4,-4,4,3,840,50,1,1932,4,3,1982
1,1,1982,1958,24,1,-4,6,-4,-4,840,2,1,9,5,-4,-4,-4,-4,1,1,840,24,1,1958,5,4,1982
2,2,1982,1920,62,2,-4,8,-4,-4,840,2,2,8,6,-4,-4,-4,-4,5,3,840,62,2,1920,4,3,1982
2,1,1982,1941,41,1,-4,-1,-4,-4,840,2,2,9,8,-4,-4,-4,-4,3,2,840,41,1,1941,4,4,1982
1,2,1982,1961,21,2,-4,4,-4,-4,840,2,1,5,10,-4,-4,-4,-4,1,1,840,21,2,1961,5,3,1982
5,3,1982,1959,23,1,-4,5,-4,-4,840,2,2,6,2,-4,-4,-4,-4,1,1,840,23,1,1959,1,2,1982
2,1,1982,1958,24,2,-4,5,-4,-4,840,2,1,9,8,-4,-4,-4,-4,1,1,840,24,2,1958,4,4,1982
2,2,1982,1958,24,2,-4,9,-4,-4,840,2,2,8,8,-4,-4,-4,-4,1,1,840,24,2,1958,4,3,1982
3,2,1982,1963,19,1,-4,7,-4,-4,840,2,2,8,4,-4,-4,-4,-4,1,1,840,19,1,1963,3,3,1982
1,1,1982,1958,24,2,-4,6,-4,-4,840,2,2,7,7,-4,-4,-4,-4,1,1,840,24,2,1958,5,4,1982
1,2,1982,1962,20,1,-4,8,-4,-4,840,2,2,8,9,-4,-4,-4,-4,1,1,840,20,1,1962,5,3,1982
2,2,1982,1931,51,1,-4,7,-4,-4,840,2,2,9,4,-4,-4,-4,-4,4,3,840,51,1,1931,4,3,1982
2,2,1982,1941,41,1,-4,3,-4,-4,840,2,2,5,6,-4,-4,-4,-4,3,2,840,41,1,1941,4,3,1982
4,-1,1982,1892,90,1,-4,5,-4,-4,840,2,1,4,8,-4,-4,-4,-4,6,3,840,90,1,1892,2,6,1982
1,2,1982,1953,29,2,-4,4,-4,-4,840,2,1,4,7,-4,-4,-4,-4,2,1,840,29,2,1953,5,3,1982
2,2,1982,1963,19,2,-4,5,-4,-4,840,2,2,4,6,-4,-4,-4,-4,1,1,840,19,2,1963,4,3,1982
1,1,1982,1946,36,2,-4,-1,-4,-4,840,2,1,10,10,-4,-4,-4,-4,3,2,840,36,2,1946,5,4,1982
5,3,1982,1949,33,2,-4,6,-4,-4,840,2,1,10,3,-4,-4,-4,-4,2,2,840,33,2,1949,1,2,1982
1,2,1982,1958,24,1,-4,-1,-4,-4,840,2,1,8,7,-4,-4,-4,-4,1,1,840,24,1,1958,5,3,1982
3,2,1982,1962,20,1,-4,8,-4,-4,840,2,2,7,8,-4,-4,-4,-4,1,1,840,20,1,1962,3,3,1982
3,3,1982,1918,64,2,-4,5,-4,-4,840,2,2,5,5,-4,-4,-4,-4,5,3,840,64,2,1918,3,2,1982
3,2,1982,1914,68,2,-4,7,-4,-4,840,2,2,9,-1,-4,-4,-4,-4,6,3,840,68,2,1914,3,3,1982
3,2,1982,1947,35,2,-4,5,-4,-4,840,2,1,7,10,-4,-4,-4,-4,3,2,840,35,2,1947,3,3,1982
1,1,1982,1959,23,2,-4,4,-4,-4,840,2,2,9,8,-4,-4,-4,-4,1,1,840,23,2,1959,5,4,1982
3,2,1982,1931,51,2,-4,10,-4,-4,840,2,-1,8,10,-4,-4,-4,-4,4,3,840,51,2,1931,3,3,1982
1,2,1982,1958,24,1,-4,6,-4,-4,840,2,2,8,10,-4,-4,-4,-4,1,1,840,24,1,1958,5,3,1982
1,1,1982,1938,44,2,-4,5,-4,-4,840,2,2,10,10,-4,-4,-4,-4,3,2,840,44,2,1938,5,4,1982
2,2,1982,1953,29,2,-4,6,-4,-4,840,2,2,7,9,-4,-4,-4,-4,2,1,840,29,2,1953,4,3,1982
2,2,1982,1961,21,2,-4,5,-4,-4,840,2,2,8,8,-4,-4,-4,-4,1,1,840,21,2,1961,4,3,1982
3,1,1982,1943,39,2,-4,2,-4,-4,840,2,2,7,8,-4,-4,-4,-4,3,2,840,39,2,1943,3,4,1982
1,2,1982,1954,28,2,-4,6,-4,-4,840,2,2,6,4,-4,-4,-4,-4,2,1,840,28,2,1954,5,3,1982
3,2,1982,1962,20,2,-4,3,-4,-4,840,2,2,9,8,-4,-4,-4,-4,1,1,840,20,2,1962,3,3,1982
3,1,1982,1913,69,2,-4,7,-4,-4,840,2,1,10,9,-4,-4,-4,-4,6,3,840,69,2,1913,3,4,1982
1,1,1982,1959,23,2,-4,4,-4,-4,840,2,2,8,6,-4,-4,-4,-4,1,1,840,23,2,1959,5,4,1982
1,2,1982,1930,52,2,-4,6,-4,-4,840,2,2,4,5,-4,-4,-4,-4,4,3,840,52,2,1930,5,3,1982
1,2,1982,1962,20,2,-4,7,-4,-4,840,2,2,9,8,-4,-4,-4,-4,1,1,840,20,2,1962,5,3,1982
2,2,1982,1961,21,2,-4,5,-4,-4,840,2,2,8,8,-4,-4,-4,-4,1,1,840,21,2,1961,4,3,1982
2,1,1982,1964,18,2,-4,6,-4,-4,840,2,1,7,9,-4,-4,-4,-4,1,1,840,18,2,1964,4,4,1982
2,1,1982,1953,29,1,-4,4,-4,-4,840,2,2,9,8,-4,-4,-4,-4,2,1,840,29,1,1953,4,4,1982
2,3,1982,1961,21,2,-4,4,-4,-4,840,2,2,8,8,-4,-4,-4,-4,1,1,840,21,2,1961,4,2,1982
3,2,1982,1921,61,2,-4,7,-4,-4,840,2,2,7,5,-4,-4,-4,-4,5,3,840,61,2,1921,3,3,1982
2,1,1982,1948,34,1,-4,10,-4,-4,840,2,2,10,9,-4,-4,-4,-4,2,2,840,34,1,1948,4,4,1982
2,1,1982,1947,35,2,-4,8,-4,-4,840,2,2,10,10,-4,-4,-4,-4,3,2,840,35,2,1947,4,4,1982
2,2,1982,1961,21,2,-4,8,-4,-4,840,2,2,9,8,-4,-4,-4,-4,1,1,840,21,2,1961,4,3,1982
2,2,1982,1946,36,2,-4,4,-4,-4,840,2,2,6,7,-4,-4,-4,-4,3,2,840,36,2,1946,4,3,1982
5,1,1982,1911,71,1,-4,9,-4,-4,840,2,2,8,7,-4,-4,-4,-4,6,3,840,71,1,1911,1,4,1982
1,1,1982,1916,66,1,-4,5,-4,-4,840,2,2,9,8,-4,-4,-4,-4,6,3,840,66,1,1916,5,4,1982
3,2,1982,1927,55,2,-4,6,-4,-4,840,2,2,2,8,-4,-4,-4,-4,5,3,840,55,2,1927,3,3,1982
2,2,1982,1925,57,1,-4,2,-4,-4,840,2,2,8,9,-4,-4,-4,-4,5,3,840,57,1,1925,4,3,1982
1,1,1982,1964,18,1,-4,5,-4,-4,840,2,1,7,5,-4,-4,-4,-4,1,1,840,18,1,1964,5,4,1982
1,2,1982,1961,21,1,-4,5,-4,-4,840,2,1,8,9,-4,-4,-4,-4,1,1,840,21,1,1961,5,3,1982
1,1,1982,1937,45,1,-4,3,-4,-4,840,2,2,10,10,-4,-4,-4,-4,4,2,840,45,1,1937,5,4,1982
1,2,1982,1942,40,2,-4,5,-4,-4,840,2,2,10,9,-4,-4,-4,-4,3,2,840,40,2,1942,5,3,1982
1,2,1982,1964,18,2,-4,5,-4,-4,840,2,2,8,6,-4,-4,-4,-4,1,1,840,18,2,1964,5,3,1982
1,3,1982,1959,23,1,-4,-1,-4,-4,840,2,2,8,-1,-4,-4,-4,-4,1,1,840,23,1,1959,5,2,1982
3,2,1982,1912,70,2,-4,-1,-4,-4,840,2,1,8,8,-4,-4,-4,-4,6,3,840,70,2,1912,3,3,1982
3,2,1982,1956,26,2,-4,-1,-4,-4,840,2,-1,5,-1,-4,-4,-4,-4,2,1,840,26,2,1956,3,3,1982
2,2,1982,1956,26,1,-4,2,-4,-4,840,2,1,8,7,-4,-4,-4,-4,2,1,840,26,1,1956,4,3,1982
2,2,1982,1952,30,1,-4,1,-4,-4,840,2,2,10,10,-4,-4,-4,-4,2,2,840,30,1,1952,4,3,1982
2,1,1982,1906,76,1,-4,2,-4,-4,840,2,2,5,3,-4,-4,-4,-4,6,3,840,76,1,1906,4,4,1982
1,3,1982,1961,21,2,-4,6,-4,-4,840,2,2,4,1,-4,-4,-4,-4,1,1,840,21,2,1961,5,2,1982
3,2,1982,1951,31,2,-4,6,-4,-4,840,2,2,8,8,-4,-4,-4,-4,2,2,840,31,2,1951,3,3,1982
1,1,1982,1931,51,2,-4,8,-4,-4,840,2,2,6,8,-4,-4,-4,-4,4,3,840,51,2,1931,5,4,1982
2,1,1982,1949,33,1,-4,5,-4,-4,840,2,2,8,9,-4,-4,-4,-4,2,2,840,33,1,1949,4,4,1982
3,2,1982,1939,43,2,-4,6,-4,-4,840,2,1,6,9,-4,-4,-4,-4,3,2,840,43,2,1939,3,3,1982
3,2,1982,1913,69,1,-4,5,-4,-4,840,2,2,5,-1,-4,-4,-4,-4,6,3,840,69,1,1913,3,3,1982
1,2,1982,1963,19,1,-4,5,-4,-4,840,2,2,7,9,-4,-4,-4,-4,1,1,840,19,1,1963,5,3,1982
2,2,1982,-5,-5,2,-4,6,-4,-4,840,2,2,9,9,-4,-4,-4,-4,-5,-5,840,-5,2,-5,4,3,1982
2,1,1982,1946,36,2,-4,7,-4,-4,840,2,2,10,10,-4,-4,-4,-4,3,2,840,36,2,1946,4,4,1982
3,2,1982,1962,20,2,-4,5,-4,-4,840,2,2,8,9,-4,-4,-4,-4,1,1,840,20,2,1962,3,3,1982
1,1,1982,1964,18,2,-4,7,-4,-4,840,2,2,10,10,-4,-4,-4,-4,1,1,840,18,2,1964,5,4,1982
2,2,1982,1951,31,2,-4,5,-4,-4,840,2,2,9,9,-4,-4,-4,-4,2,2,840,31,2,1951,4,3,1982
5,2,1982,1912,70,2,-4,10,-4,-4,840,2,2,8,5,-4,-4,-4,-4,6,3,840,70,2,1912,1,3,1982
4,2,1982,1908,74,1,-4,-1,-4,-4,840,2,2,7,9,-4,-4,-4,-4,6,3,840,74,1,1908,2,3,1982
3,1,1982,1920,62,2,-4,10,-4,-4,840,2,2,10,10,-4,-4,-4,-4,5,3,840,62,2,1920,3,4,1982
3,-1,1982,1961,21,2,-4,5,-4,-4,840,2,2,8,8,-4,-4,-4,-4,1,1,840,21,2,1961,3,6,1982
2,1,1982,1910,72,2,-4,1,-4,-4,840,2,2,9,9,-4,-4,-4,-4,6,3,840,72,2,1910,4,4,1982
3,1,1982,1964,18,2,-4,6,-4,-4,840,2,2,7,9,-4,-4,-4,-4,1,1,840,18,2,1964,3,4,1982
1,1,1982,1906,76,1,-4,5,-4,-4,840,2,2,9,9,-4,-4,-4,-4,6,3,840,76,1,1906,5,4,1982
3,3,1982,1929,53,2,-4,-1,-4,-4,840,2,2,9,6,-4,-4,-4,-4,4,3,840,53,2,1929,3,2,1982
2,2,1982,1927,55,2,-4,-1,-4,-4,840,2,2,3,8,-4,-4,-4,-4,5,3,840,55,2,1927,4,3,1982
1,1,1982,1905,77,2,-4,-1,-4,-4,840,2,2,9,9,-4,-4,-4,-4,6,3,840,77,2,1905,5,4,1982
3,2,1982,1924,58,2,-4,6,-4,-4,840,2,2,10,9,-4,-4,-4,-4,5,3,840,58,2,1924,3,3,1982
2,2,1982,1926,56,1,-4,7,-4,-4,840,2,2,8,8,-4,-4,-4,-4,5,3,840,56,1,1926,4,3,1982
1,2,1982,1959,23,1,-4,6,-4,-4,840,2,2,5,10,-4,-4,-4,-4,1,1,840,23,1,1959,5,3,1982
2,2,1982,1945,37,1,-4,-1,-4,-4,840,2,2,5,9,-4,-4,-4,-4,3,2,840,37,1,1945,4,3,1982
1,2,1982,1954,28,1,-4,1,-4,-4,840,2,2,4,9,-4,-4,-4,-4,2,1,840,28,1,1954,5,3,1982
2,1,1982,1944,38,2,-4,6,-4,-4,840,2,2,9,8,-4,-4,-4,-4,3,2,840,38,2,1944,4,4,1982
2,2,1982,1961,21,1,-4,9,-4,-4,840,2,2,10,9,-4,-4,-4,-4,1,1,840,21,1,1961,4,3,1982
2,2,1982,1963,19,2,-4,5,-4,-4,840,2,1,7,8,-4,-4,-4,-4,1,1,840,19,2,1963,4,3,1982
3,2,1982,1928,54,1,-4,5,-4,-4,840,2,2,7,7,-4,-4,-4,-4,4,3,840,54,1,1928,3,3,1982
1,1,1982,1950,32,1,-4,6,-4,-4,840,2,1,8,9,-4,-4,-4,-4,2,2,840,32,1,1950,5,4,1982
3,-1,1982,1924,58,2,-4,5,-4,-4,840,2,2,7,5,-4,-4,-4,-4,5,3,840,58,2,1924,3,6,1982
2,2,1982,1963,19,1,-4,3,-4,-4,840,2,2,9,6,-4,-4,-4,-4,1,1,840,19,1,1963,4,3,1982
3,2,1982,1914,68,2,-4,1,-4,-4,840,2,2,10,1,-4,-4,-4,-4,6,3,840,68,2,1914,3,3,1982
3,2,1982,1948,34,2,-4,10,-4,-4,840,2,2,3,8,-4,-4,-4,-4,2,2,840,34,2,1948,3,3,1982
3,1,1982,1910,72,2,-4,3,-4,-4,840,2,2,8,7,-4,-4,-4,-4,6,3,840,72,2,1910,3,4,1982
1,2,1982,1953,29,2,-4,6,-4,-4,840,2,2,10,9,-4,-4,-4,-4,2,1,840,29,2,1953,5,3,1982
1,1,1982,1908,74,1,-4,5,-4,-4,840,2,1,10,10,-4,-4,-4,-4,6,3,840,74,1,1908,5,4,1982
2,2,1982,1952,30,2,-4,3,-4,-4,840,2,1,7,8,-4,-4,-4,-4,2,2,840,30,2,1952,4,3,1982
4,2,1982,1922,60,2,-4,8,-4,-4,840,2,1,8,5,-4,-4,-4,-4,5,3,840,60,2,1922,2,3,1982
4,2,1982,1912,70,1,-4,-1,-4,-4,840,2,1,6,6,-4,-4,-4,-4,6,3,840,70,1,1912,2,3,1982
3,1,1982,1908,74,2,-4,9,-4,-4,840,2,2,10,9,-4,-4,-4,-4,6,3,840,74,2,1908,3,4,1982
1,1,1982,1936,46,2,-4,6,-4,-4,840,2,1,9,8,-4,-4,-4,-4,4,2,840,46,2,1936,5,4,1982
1,3,1982,1947,35,1,-4,3,-4,-4,840,2,2,5,10,-4,-4,-4,-4,3,2,840,35,1,1947,5,2,1982
2,2,1982,1957,25,2,-4,-1,-4,-4,840,2,2,10,9,-4,-4,-4,-4,2,1,840,25,2,1957,4,3,1982
2,1,1982,1919,63,1,-4,5,-4,-4,840,2,2,10,5,-4,-4,-4,-4,5,3,840,63,1,1919,4,4,1982
3,2,1982,1953,29,2,-4,8,-4,-4,840,2,2,5,6,-4,-4,-4,-4,2,1,840,29,2,1953,3,3,1982
2,1,1982,1961,21,2,-4,7,-4,-4,840,2,2,8,10,-4,-4,-4,-4,1,1,840,21,2,1961,4,4,1982
3,1,1982,1963,19,1,-4,8,-4,-4,840,2,2,10,3,-4,-4,-4,-4,1,1,840,19,1,1963,3,4,1982
1,2,1982,1944,38,1,-4,10,-4,-4,840,2,1,2,8,-4,-4,-4,-4,3,2,840,38,1,1944,5,3,1982
2,2,1982,1948,34,2,-4,1,-4,-4,840,2,2,8,8,-4,-4,-4,-4,2,2,840,34,2,1948,4,3,1982
3,2,1982,1926,56,1,-4,2,-4,-4,840,2,2,6,8,-4,-4,-4,-4,5,3,840,56,1,1926,3,3,1982
3,2,1982,1934,48,2,-4,8,-4,-4,840,2,2,7,9,-4,-4,-4,-4,4,2,840,48,2,1934,3,3,1982
1,2,1982,1956,26,1,-4,5,-4,-4,840,2,2,8,7,-4,-4,-4,-4,2,1,840,26,1,1956,5,3,1982
3,1,1982,1930,52,2,-4,5,-4,-4,840,2,1,9,7,-4,-4,-4,-4,4,3,840,52,2,1930,3,4,1982
1,2,1982,1964,18,1,-4,7,-4,-4,840,2,2,9,9,-4,-4,-4,-4,1,1,840,18,1,1964,5,3,1982
2,2,1982,1964,18,1,-4,1,-4,-4,840,2,2,7,9,-4,-4,-4,-4,1,1,840,18,1,1964,4,3,1982
2,2,1982,1958,24,2,-4,5,-4,-4,840,2,1,6,1,-4,-4,-4,-4,1,1,840,24,2,1958,4,3,1982
2,1,1982,1953,29,1,-4,4,-4,-4,840,2,2,8,9,-4,-4,-4,-4,2,1,840,29,1,1953,4,4,1982
-1,-1,1982,1955,27,1,-4,5,-4,-4,840,2,2,2,3,-4,-4,-4,-4,2,1,840,27,1,1955,7,6,1982
3,1,1982,1937,45,1,-4,8,-4,-4,840,2,2,10,8,-4,-4,-4,-4,4,2,840,45,1,1937,3,4,1982
2,2,1982,1964,18,2,-4,3,-4,-4,840,2,2,8,9,-4,-4,-4,-4,1,1,840,18,2,1964,4,3,1982
1,2,1982,1952,30,1,-4,4,-4,-4,840,2,2,6,4,-4,-4,-4,-4,2,2,840,30,1,1952,5,3,1982
5,2,1982,1913,69,2,-4,9,-4,-4,840,2,2,8,4,-4,-4,-4,-4,6,3,840,69,2,1913,1,3,1982
3,2,1982,1958,24,1,-4,6,-4,-4,840,2,2,6,-1,-4,-4,-4,-4,1,1,840,24,1,1958,3,3,1982
3,2,1982,1906,76,1,-4,6,-4,-4,840,2,1,9,9,-4,-4,-4,-4,6,3,840,76,1,1906,3,3,1982
1,2,1982,1959,23,2,-4,8,-4,-4,840,2,2,9,4,-4,-4,-4,-4,1,1,840,23,2,1959,5,3,1982
2,2,1982,1922,60,2,-4,8,-4,-4,840,2,2,10,8,-4,-4,-4,-4,5,3,840,60,2,1922,4,3,1982
1,2,1982,1959,23,2,-4,8,-4,-4,840,2,2,5,7,-4,-4,-4,-4,1,1,840,23,2,1959,5,3,1982
3,2,1982,1954,28,1,-4,8,-4,-4,840,2,2,3,6,-4,-4,-4,-4,2,1,840,28,1,1954,3,3,1982
1,1,1982,1922,60,1,-4,5,-4,-4,840,2,1,6,6,-4,-4,-4,-4,5,3,840,60,1,1922,5,4,1982
3,2,1982,1933,49,1,-4,3,-4,-4,840,2,2,5,1,-4,-4,-4,-4,4,2,840,49,1,1933,3,3,1982
1,2,1982,1931,51,2,-4,10,-4,-4,840,2,2,10,6,-4,-4,-4,-4,4,3,840,51,2,1931,5,3,1982
2,3,1982,1948,34,2,-4,6,-4,-4,840,2,2,5,6,-4,-4,-4,-4,2,2,840,34,2,1948,4,2,1982
1,2,1982,1964,18,1,-4,2,-4,-4,840,2,2,9,9,-4,-4,-4,-4,1,1,840,18,1,1964,5,3,1982
3,2,1982,1960,22,1,-4,10,-4,-4,840,2,2,7,6,-4,-4,-4,-4,1,1,840,22,1,1960,3,3,1982
2,2,1982,1901,81,1,-4,-1,-4,-4,840,2,1,8,5,-4,-4,-4,-4,6,3,840,81,1,1901,4,3,1982
3,2,1982,1919,63,1,-4,-1,-4,-4,840,2,2,6,-1,-4,-4,-4,-4,5,3,840,63,1,1919,3,3,1982
3,2,1982,1886,96,1,-4,-1,-4,-4,840,2,1,6,9,-4,-4,-4,-4,6,3,840,96,1,1886,3,3,1982
1,1,1982,1930,52,1,-4,7,-4,-4,840,2,2,10,8,-4,-4,-4,-4,4,3,840,52,1,1930,5,4,1982
2,2,1982,1932,50,2,-4,9,-4,-4,840,2,2,7,8,-4,-4,-4,-4,4,3,840,50,2,1932,4,3,1982
5,3,1982,1925,57,1,-4,5,-4,-4,840,2,2,2,5,-4,-4,-4,-4,5,3,840,57,1,1925,1,2,1982
2,2,1982,1959,23,1,-4,1,-4,-4,840,2,2,4,10,-4,-4,-4,-4,1,1,840,23,1,1959,4,3,1982
3,2,1982,1954,28,1,-4,10,-4,-4,840,2,2,8,10,-4,-4,-4,-4,2,1,840,28,1,1954,3,3,1982
3,2,1982,1928,54,1,-4,6,-4,-4,840,2,2,5,9,-4,-4,-4,-4,4,3,840,54,1,1928,3,3,1982
2,-1,1982,1960,22,2,-4,10,-4,-4,840,2,-1,-1,-1,-4,-4,-4,-4,1,1,840,22,2,1960,4,6,1982
4,2,1982,1918,64,1,-4,7,-4,-4,840,2,2,8,6,-4,-4,-4,-4,5,3,840,64,1,1918,2,3,1982
1,2,1982,1964,18,1,-4,7,-4,-4,840,2,2,10,1,-4,-4,-4,-4,1,1,840,18,1,1964,5,3,1982
1,2,1982,1945,37,1,-4,7,-4,-4,840,2,1,9,8,-4,-4,-4,-4,3,2,840,37,1,1945,5,3,1982
2,1,1982,1940,42,2,-4,5,-4,-4,840,2,2,10,10,-4,-4,-4,-4,3,2,840,42,2,1940,4,4,1982
3,2,1982,1923,59,1,-4,7,-4,-4,840,2,2,10,9,-4,-4,-4,-4,5,3,840,59,1,1923,3,3,1982
1,1,1982,1960,22,2,-4,7,-4,-4,840,2,2,10,10,-4,-4,-4,-4,1,1,840,22,2,1960,5,4,1982
2,2,1982,1959,23,2,-4,6,-4,-4,840,2,2,3,5,-4,-4,-4,-4,1,1,840,23,2,1959,4,3,1982
1,1,1982,1964,18,1,-4,-1,-4,-4,840,2,2,9,6,-4,-4,-4,-4,1,1,840,18,1,1964,5,4,1982
1,2,1982,1963,19,1,-4,3,-4,-4,840,2,2,5,6,-4,-4,-4,-4,1,1,840,19,1,1963,5,3,1982
2,2,1982,1964,18,2,-4,6,-4,-4,840,2,1,9,8,-4,-4,-4,-4,1,1,840,18,2,1964,4,3,1982
2,2,1982,1937,45,1,-4,2,-4,-4,840,2,-1,10,9,-4,-4,-4,-4,4,2,840,45,1,1937,4,3,1982
1,2,1982,1958,24,1,-4,7,-4,-4,840,2,2,6,9,-4,-4,-4,-4,1,1,840,24,1,1958,5,3,1982
2,1,1982,1963,19,2,-4,-1,-4,-4,840,2,2,10,3,-4,-4,-4,-4,1,1,840,19,2,1963,4,4,1982
2,2,1982,1957,25,2,-4,6,-4,-4,840,2,2,6,5,-4,-4,-4,-4,2,1,840,25,2,1957,4,3,1982
1,1,1982,1962,20,2,-4,-1,-4,-4,840,2,2,8,9,-4,-4,-4,-4,1,1,840,20,2,1962,5,4,1982
1,2,1982,1924,58,2,-4,10,-4,-4,840,2,2,6,10,-4,-4,-4,-4,5,3,840,58,2,1924,5,3,1982
2,2,1982,1905,77,2,-4,-1,-4,-4,840,2,1,9,10,-4,-4,-4,-4,6,3,840,77,2,1905,4,3,1982
2,2,1982,1941,41,1,-4,1,-4,-4,840,2,2,2,3,-4,-4,-4,-4,3,2,840,41,1,1941,4,3,1982
1,1,1982,1929,53,2,-4,7,-4,-4,840,2,2,10,9,-4,-4,-4,-4,4,3,840,53,2,1929,5,4,1982
1,2,1982,1958,24,1,-4,-1,-4,-4,840,2,2,8,5,-4,-4,-4,-4,1,1,840,24,1,1958,5,3,1982
1,2,1982,1943,39,2,-4,8,-4,-4,840,2,2,10,10,-4,-4,-4,-4,3,2,840,39,2,1943,5,3,1982
3,2,1982,1940,42,2,-4,5,-4,-4,840,2,2,9,10,-4,-4,-4,-4,3,2,840,42,2,1940,3,3,1982
3,2,1982,1905,77,1,-4,7,-4,-4,840,2,2,7,7,-4,-4,-4,-4,6,3,840,77,1,1905,3,3,1982
3,2,1982,1950,32,2,-4,6,-4,-4,840,2,2,5,8,-4,-4,-4,-4,2,2,840,32,2,1950,3,3,1982
3,2,1982,1924,58,2,-4,7,-4,-4,840,2,2,7,7,-4,-4,-4,-4,5,3,840,58,2,1924,3,3,1982
1,2,1982,1959,23,1,-4,6,-4,-4,840,2,1,8,8,-4,-4,-4,-4,1,1,840,23,1,1959,5,3,1982
2,1,1982,1936,46,2,-4,-1,-4,-4,840,2,2,9,8,-4,-4,-4,-4,4,2,840,46,2,1936,4,4,1982
2,3,1982,1962,20,2,-4,9,-4,-4,840,2,1,9,9,-4,-4,-4,-4,1,1,840,20,2,1962,4,2,1982
2,2,1982,1950,32,1,-4,4,-4,-4,840,2,1,4,8,-4,-4,-4,-4,2,2,840,32,1,1950,4,3,1982
2,2,1982,1910,72,1,-4,7,-4,-4,840,2,2,9,8,-4,-4,-4,-4,6,3,840,72,1,1910,4,3,1982
1,2,1982,1963,19,2,-4,5,-4,-4,840,2,2,5,9,-4,-4,-4,-4,1,1,840,19,2,1963,5,3,1982
3,1,1982,1916,66,1,-4,4,-4,-4,840,2,2,10,-1,-4,-4,-4,-4,6,3,840,66,1,1916,3,4,1982
1,2,1982,1940,42,2,-4,5,-4,-4,840,2,1,8,8,-4,-4,-4,-4,3,2,840,42,2,1940,5,3,1982
1,2,1982,1940,42,2,-4,5,-4,-4,840,2,2,4,2,-4,-4,-4,-4,3,2,840,42,2,1940,5,3,1982
1,2,1982,1947,35,1,-4,-1,-4,-4,840,2,2,7,9,-4,-4,-4,-4,3,2,840,35,1,1947,5,3,1982
1,1,1982,1963,19,2,-4,10,-4,-4,840,2,2,10,10,-4,-4,-4,-4,1,1,840,19,2,1963,5,4,1982
2,1,1982,1924,58,1,-4,9,-4,-4,840,2,2,10,5,-4,-4,-4,-4,5,3,840,58,1,1924,4,4,1982
2,2,1982,1959,23,1,-4,5,-4,-4,840,2,2,10,10,-4,-4,-4,-4,1,1,840,23,1,1959,4,3,1982
1,2,1982,1960,22,2,-4,2,-4,-4,840,2,1,6,8,-4,-4,-4,-4,1,1,840,22,2,1960,5,3,1982
2,2,1982,1920,62,1,-4,5,-4,-4,840,2,2,5,5,-4,-4,-4,-4,5,3,840,62,1,1920,4,3,1982
2,3,1982,1951,31,1,-4,6,-4,-4,840,2,2,4,9,-4,-4,-4,-4,2,2,840,31,1,1951,4,2,1982
1,1,1982,1951,31,2,-4,6,-4,-4,840,2,2,-1,8,-4,-4,-4,-4,2,2,840,31,2,1951,5,4,1982
2,2,1982,1940,42,1,-4,5,-4,-4,840,2,1,8,9,-4,-4,-4,-4,3,2,840,42,1,1940,4,3,1982
1,2,1982,1963,19,2,-4,6,-4,-4,840,2,2,5,8,-4,-4,-4,-4,1,1,840,19,2,1963,5,3,1982
2,3,1982,1958,24,2,-4,5,-4,-4,840,2,2,4,4,-4,-4,-4,-4,1,1,840,24,2,1958,4,2,1982
2,2,1982,1956,26,1,-4,8,-4,-4,840,2,2,8,8,-4,-4,-4,-4,2,1,840,26,1,1956,4,3,1982
3,2,1982,1907,75,2,-4,-1,-4,-4,840,2,1,5,5,-4,-4,-4,-4,6,3,840,75,2,1907,3,3,1982
2,2,1982,1947,35,1,-4,2,-4,-4,840,2,1,7,10,-4,-4,-4,-4,3,2,840,35,1,1947,4,3,1982
2,2,1982,1962,20,2,-4,4,-4,-4,840,2,2,7,8,-4,-4,-4,-4,1,1,840,20,2,1962,4,3,1982
2,2,1982,1962,20,2,-4,5,-4,-4,840,2,2,7,5,-4,-4,-4,-4,1,1,840,20,2,1962,4,3,1982
2,2,1982,1946,36,1,-4,6,-4,-4,840,2,2,7,8,-4,-4,-4,-4,3,2,840,36,1,1946,4,3,1982
2,2,1982,1938,44,2,-4,6,-4,-4,840,2,2,8,8,-4,-4,-4,-4,3,2,840,44,2,1938,4,3,1982
3,2,1982,1944,38,1,-4,9,-4,-4,840,2,2,7,2,-4,-4,-4,-4,3,2,840,38,1,1944,3,3,1982
